diseaseId,diseaseName,geneId,geneSymbol,count,pubmeds_max,score,score_mean,associationType,source,query_disease,query_disease_id
DOID:9352,type 2 diabetes mellitus,10891,PPARGC1A,1.0,62.0,0.38751935521358,0.38751935521358,Biomarker|GeneticVariation|Therapeutic,BeFree|CTD_human|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4846,NOS3,1.0,58.0,0.383295750728289,0.383295750728289,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7351,UCP2,1.0,56.0,0.38312897567792,0.38312897567792,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3953,LEPR,1.0,26.0,0.348598050788214,0.348598050788214,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN|MGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3651,PDX1,1.0,43.0,0.3435823492622289,0.3435823492622289,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,8660,IRS2,1.0,27.0,0.340102299396393,0.340102299396393,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN|MGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5468,PPARG,2.0,267.0,0.340077420854321,0.1701804627122073,Biomarker|GeneticVariation|Therapeutic,BeFree|CTD_human|GAD|LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3383,ICAM1,1.0,17.0,0.3383723079097169,0.3383723079097169,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5506,PPP1R3A,1.0,15.0,0.3313715858557169,0.3313715858557169,Biomarker|GeneticVariation,BeFree|GAD|MGD|UNIPROT,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4843,NOS2,1.0,9.0,0.32678648177562,0.32678648177562,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1906,EDN1,1.0,12.0,0.319219239118792,0.319219239118792,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7132,TNFRSF1A,1.0,8.0,0.318290730383799,0.318290730383799,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,488,ATP2A2,1.0,3.0,0.312522577064729,0.312522577064729,AlteredExpression|Biomarker,CTD_human|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1909,EDNRA,1.0,5.0,0.310850513710281,0.310850513710281,Biomarker,BeFree|CTD_human|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1374,CPT1A,1.0,3.0,0.310283504570094,0.310283504570094,Biomarker,BeFree|CTD_human|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1910,EDNRB,1.0,3.0,0.310283504570094,0.310283504570094,Biomarker,BeFree|CTD_human|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3767,KCNJ11,2.0,133.0,0.294381393028056,0.1485937373314395,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,79068,FTO,1.0,106.0,0.289845319906557,0.289845319906557,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,169026,SLC30A8,1.0,119.0,0.288994806196276,0.288994806196276,Biomarker|GeneticVariation|Therapeutic,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3784,KCNQ1,1.0,67.0,0.285309246785058,0.285309246785058,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3087,HHEX,1.0,99.0,0.284458733074777,0.284458733074777,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7466,WFS1,2.0,48.0,0.276804109682248,0.1385438071261708,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,221895,JAZF1,1.0,40.0,0.274536073121499,0.274536073121499,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3375,IAPP,1.0,76.0,0.273812651716652,0.273812651716652,AlteredExpression|Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7422,VEGFA,1.0,42.0,0.271846721006401,0.271846721006401,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,56999,ADAMTS9,1.0,27.0,0.266743638744715,0.266743638744715,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,63892,THADA,1.0,27.0,0.264426571225368,0.264426571225368,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4853,NOTCH2,1.0,25.0,0.261825999135926,0.261825999135926,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4544,MTNR1B,1.0,41.0,0.258462294071905,0.258462294071905,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2646,GCKR,1.0,30.0,0.250993113332273,0.250993113332273,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,6513,SLC2A1,1.0,34.0,0.250377073233488,0.250377073233488,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5465,PPARA,1.0,45.0,0.246749930491858,0.246749930491858,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2641,GCG,1.0,80.0,0.2425646757836689,0.2425646757836689,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2784,GNB3,1.0,15.0,0.240278356338301,0.240278356338301,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7040,TGFB1,1.0,16.0,0.2394278426280199,0.2394278426280199,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5770,PTPN1,1.0,23.0,0.2368072036460949,0.2368072036460949,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,6648,SOD2,1.0,18.0,0.235155207184131,0.235155207184131,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2944,GSTM1,1.0,21.0,0.2333561178463719,0.2333561178463719,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3162,HMOX1,1.0,11.0,0.226092446652123,0.226092446652123,Biomarker|GeneticVariation|Therapeutic,BeFree|CTD_human|GAD|LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1535,CYBA,1.0,15.0,0.224420383297674,0.224420383297674,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7133,TNFRSF1B,1.0,9.0,0.223491874562681,0.223491874562681,Biomarker|GeneticVariation,BeFree|CTD_human|GAD|LHGDN,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3240,HP,1.0,20.0,0.2220542848197289,0.2220542848197289,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,847,CAT,1.0,15.0,0.221819811208233,0.221819811208233,Biomarker|GeneticVariation|Therapeutic,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,6647,SOD1,1.0,11.0,0.220969297497952,0.220969297497952,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,145741,C2CD4A,1.0,5.0,0.220118783787671,0.220118783787671,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,111,ADCY5,1.0,11.0,0.219502743688886,0.219502743688886,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4968,OGG1,1.0,7.0,0.218935734548698,0.218935734548698,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5126,PCSK2,1.0,6.0,0.218085220838417,0.218085220838417,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,6462,SHBG,1.0,13.0,0.2180361898798189,0.2180361898798189,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2876,GPX1,1.0,6.0,0.2178017162683239,0.2178017162683239,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4790,NFKB1,1.0,10.0,0.216618667029351,0.216618667029351,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,10363,HMG20A,1.0,5.0,0.21576815331907,0.21576815331907,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5629,PROX1,1.0,6.0,0.215484648748976,0.215484648748976,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3098,HK1,1.0,5.0,0.2152011441788819,0.2152011441788819,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5579,PRKCB,1.0,4.0,0.2152011441788819,0.2152011441788819,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,388125,C2CD4B,1.0,3.0,0.2152011441788819,0.2152011441788819,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5184,PEPD,1.0,2.0,0.2149176396087889,0.2149176396087889,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,6720,SREBF1,1.0,14.0,0.214703887867768,0.214703887867768,Biomarker|GeneticVariation,BeFree|GAD|MGD|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,10239,AP3S2,1.0,2.0,0.212884076659535,0.212884076659535,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,355,FAS,1.0,3.0,0.212600572089441,0.212600572089441,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,894,CCND2,1.0,2.0,0.212600572089441,0.212600572089441,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,2888,GRB14,1.0,2.0,0.212600572089441,0.212600572089441,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4825,NKX6-1,1.0,3.0,0.212600572089441,0.212600572089441,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5080,PAX6,1.0,3.0,0.212600572089441,0.212600572089441,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7325,UBE2E2,1.0,1.0,0.212600572089441,0.212600572089441,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,9559,VPS26A,1.0,2.0,0.212600572089441,0.212600572089441,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,10296,MAEA,1.0,2.0,0.212600572089441,0.212600572089441,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,55600,ITLN1,1.0,3.0,0.212600572089441,0.212600572089441,Biomarker|GeneticVariation,BeFree|CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,875,CBS,1.0,2.0,0.212317067519348,0.212317067519348,Biomarker|GeneticVariation,CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,6480,ST6GAL1,1.0,1.0,0.212317067519348,0.212317067519348,Biomarker|GeneticVariation,CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,9861,PSMD6,1.0,1.0,0.212317067519348,0.212317067519348,Biomarker|GeneticVariation,CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,60685,ZFAND3,1.0,1.0,0.212317067519348,0.212317067519348,Biomarker|GeneticVariation,CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,83795,KCNK16,1.0,1.0,0.212317067519348,0.212317067519348,Biomarker|GeneticVariation,CTD_human|GAD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,169792,GLIS3,1.0,6.0,0.211417522850468,0.211417522850468,Biomarker|GeneticVariation,BeFree|CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3039,HBA1,1.0,5.0,0.211134018280375,0.211134018280375,Biomarker,BeFree|CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,467,ATF3,1.0,3.0,0.2105670091401869,0.2105670091401869,Biomarker,BeFree|CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,596,BCL2,1.0,3.0,0.2105670091401869,0.2105670091401869,Biomarker,BeFree|CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,718,C3,1.0,3.0,0.2105670091401869,0.2105670091401869,Biomarker,BeFree|CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7076,TIMP1,1.0,2.0,0.2105670091401869,0.2105670091401869,Biomarker,BeFree|CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,489,ATP2A3,1.0,2.0,0.210283504570094,0.210283504570094,Biomarker,BeFree|CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1956,EGFR,1.0,2.0,0.210283504570094,0.210283504570094,Biomarker,BeFree|CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5066,PAM,1.0,1.0,0.210283504570094,0.210283504570094,Biomarker|GeneticVariation,BeFree|CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,100188782,NIDDM4,1.0,1.0,0.210283504570094,0.210283504570094,Biomarker,BeFree|CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,598,BCL2L1,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,635,BHMT,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,836,CASP3,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,841,CASP8,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1036,CDO1,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1544,CYP1A2,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,1889,ECE1,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3263,HPX,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3397,ID1,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,4143,MAT1A,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5970,RELA,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,6277,S100A6,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,6616,SNAP25,1.0,1.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,50982,NIDDM3,1.0,0.0,0.21,0.21,Biomarker,CTD_human,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3480,IGF1R,1.0,6.0,0.20751821169823,0.20751821169823,Biomarker|GeneticVariation,BeFree|GAD|MGD|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5054,SERPINE1,1.0,39.0,0.144317173148686,0.144317173148686,Biomarker|GeneticVariation,BeFree|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,7352,UCP3,1.0,25.0,0.128762771570637,0.128762771570637,Biomarker|GeneticVariation,BeFree|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,3479,IGF1,1.0,30.0,0.127863226901758,0.127863226901758,Biomarker|GeneticVariation,BeFree|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,177,AGER,2.0,27.0,0.1263677090265769,0.0644451430456531,AlteredExpression|Biomarker|GeneticVariation,BeFree|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,6347,CCL2,1.0,24.0,0.124206631556654,0.124206631556654,Biomarker|GeneticVariation,BeFree|GAD|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5105,PCK1,1.0,15.0,0.122349614086668,0.122349614086668,Biomarker|GeneticVariation,BeFree|GAD|LHGDN|RGD,Type 2 Diabetes Mellitus,C0011860
DOID:9352,type 2 diabetes mellitus,5950,RBP4,1.0,23.0,0.117822438138798,0.117822438138798,Biomarker|GeneticVariation,BeFree|GAD|RGD,Type 2 Diabetes Mellitus,C0011860
